mosquitoes,Net RBC regeneration (slowest),Net RBC regeneration (fastest),Net plasma regeneration
2801,2.967107142857143,5.501035714285715,257.5824166666667
2811,2.959607142857143,5.4935357142857155,257.57325000000003
2821,2.952107142857143,5.486035714285715,257.5640833333334
2831,2.944607142857143,5.478535714285716,257.5549166666667
2841,2.937107142857143,5.471035714285716,257.54575000000006
2851,2.929607142857143,5.463535714285715,257.53658333333334
2861,2.922107142857143,5.456035714285715,257.5274166666667
2871,2.914607142857143,5.448535714285716,257.51825
2881,2.907107142857143,5.441035714285715,257.50908333333336
2891,2.899607142857143,5.433535714285716,257.4999166666667
2901,2.892107142857143,5.426035714285716,257.49075000000005
2911,2.884607142857143,5.418535714285715,257.4815833333334
2921,2.877107142857143,5.411035714285715,257.4724166666667
2931,2.869607142857143,5.403535714285715,257.46325
2941,2.862107142857143,5.396035714285715,257.45408333333336
2951,2.854607142857143,5.388535714285716,257.4449166666667
2961,2.847107142857143,5.381035714285716,257.43575000000004
2971,2.839607142857143,5.373535714285715,257.4265833333334
2981,2.832107142857143,5.366035714285715,257.4174166666667
2991,2.824607142857143,5.358535714285715,257.40825
3001,2.817107142857143,5.3510357142857154,257.39908333333335
3011,2.809607142857143,5.343535714285716,257.3899166666667
3021,2.802107142857143,5.336035714285716,257.38075000000003
3031,2.794607142857143,5.3285357142857155,257.3715833333334
3041,2.7871071428571432,5.321035714285715,257.3624166666667
3051,2.779607142857143,5.313535714285715,257.35325000000006
3061,2.772107142857143,5.3060357142857155,257.34408333333334
3071,2.764607142857143,5.298535714285715,257.3349166666667
3081,2.757107142857143,5.291035714285716,257.32575
3091,2.749607142857143,5.283535714285716,257.31658333333337
3101,2.742107142857143,5.276035714285715,257.3074166666667
3111,2.734607142857143,5.268535714285715,257.29825000000005
3121,2.727107142857143,5.261035714285716,257.2890833333334
3131,2.719607142857143,5.253535714285715,257.2799166666667
3141,2.712107142857143,5.246035714285716,257.27075
3151,2.704607142857143,5.238535714285716,257.26158333333336
3161,2.697107142857143,5.231035714285715,257.2524166666667
3171,2.689607142857143,5.223535714285715,257.24325000000005
3181,2.682107142857143,5.216035714285715,257.2340833333334
3191,2.674607142857143,5.208535714285715,257.2249166666667
3201,2.667107142857143,5.201035714285716,257.21575
3211,2.659607142857143,5.193535714285716,257.20658333333336
3221,2.652107142857143,5.186035714285715,257.1974166666667
3231,2.644607142857143,5.178535714285715,257.18825000000004
3241,2.637107142857143,5.171035714285715,257.1790833333334
3251,2.629607142857143,5.1635357142857154,257.1699166666667
3261,2.622107142857143,5.156035714285716,257.16075
3271,2.614607142857143,5.148535714285716,257.15158333333335
3281,2.607107142857143,5.1410357142857155,257.1424166666667
3291,2.5996071428571432,5.133535714285715,257.13325000000003
3301,2.592107142857143,5.126035714285715,257.1240833333334
3311,2.584607142857143,5.1185357142857155,257.1149166666667
3321,2.577107142857143,5.111035714285715,257.10575000000006
3331,2.569607142857143,5.103535714285716,257.09658333333334
3341,2.562107142857143,5.096035714285716,257.0874166666667
3351,2.554607142857143,5.088535714285715,257.07825
3361,2.547107142857143,5.081035714285715,257.06908333333337
3371,2.539607142857143,5.073535714285716,257.0599166666667
3381,2.532107142857143,5.066035714285715,257.05075000000005
3391,2.524607142857143,5.058535714285716,257.0415833333334
3401,2.517107142857143,5.051035714285716,257.0324166666667
3411,2.509607142857143,5.043535714285715,257.02325
3421,2.502107142857143,5.036035714285715,257.01408333333336
3431,2.494607142857143,5.028535714285715,257.0049166666667
3441,2.487107142857143,5.021035714285715,256.99575000000004
3451,2.479607142857143,5.013535714285716,256.9865833333334
3461,2.472107142857143,5.006035714285716,256.9774166666667
3471,2.464607142857143,4.998535714285715,256.96825
3481,2.457107142857143,4.991035714285715,256.95908333333335
3491,2.449607142857143,4.983535714285715,256.9499166666667
3501,2.442107142857143,4.9760357142857154,256.94075000000004
3511,2.434607142857143,4.968535714285716,256.9315833333334
3521,2.427107142857143,4.961035714285716,256.9224166666667
3531,2.419607142857143,4.9535357142857155,256.91325000000006
3541,2.412107142857143,4.946035714285715,256.90408333333335
3551,2.404607142857143,4.938535714285715,256.8949166666667
3561,2.397107142857143,4.9310357142857155,256.88575000000003
3571,2.389607142857143,4.923535714285715,256.8765833333334
3581,2.382107142857143,4.916035714285716,256.8674166666667
3591,2.374607142857143,4.908535714285716,256.85825000000006
3601,2.367107142857143,4.901035714285715,256.84908333333334
3611,2.359607142857143,4.893535714285715,256.8399166666667
3621,2.352107142857143,4.886035714285716,256.83075
3631,2.344607142857143,4.878535714285715,256.82158333333336
3641,2.337107142857143,4.871035714285716,256.8124166666667
3651,2.329607142857143,4.863535714285716,256.80325000000005
3661,2.322107142857143,4.856035714285715,256.7940833333334
3671,2.314607142857143,4.848535714285715,256.7849166666667
3681,2.307107142857143,4.841035714285715,256.77575
3691,2.299607142857143,4.833535714285715,256.76658333333336
3701,2.292107142857143,4.826035714285716,256.7574166666667
3711,2.284607142857143,4.818535714285716,256.74825000000004
3721,2.277107142857143,4.811035714285715,256.7390833333334
3731,2.269607142857143,4.803535714285715,256.7299166666667
3741,2.262107142857143,4.796035714285715,256.72075
3751,2.254607142857143,4.7885357142857154,256.71158333333335
3761,2.247107142857143,4.781035714285716,256.7024166666667
3771,2.239607142857143,4.773535714285716,256.69325000000003
3781,2.232107142857143,4.7660357142857155,256.6840833333334
3791,2.224607142857143,4.758535714285715,256.6749166666667
3801,2.217107142857143,4.751035714285715,256.66575000000006
3811,2.209607142857143,4.7435357142857155,256.65658333333334
3821,2.202107142857143,4.736035714285715,256.6474166666667
3831,2.194607142857143,4.728535714285716,256.63825
3841,2.187107142857143,4.721035714285716,256.62908333333337
3851,2.179607142857143,4.713535714285715,256.6199166666667
3861,2.172107142857143,4.706035714285715,256.61075000000005
3871,2.164607142857143,4.698535714285716,256.6015833333334
3881,2.157107142857143,4.691035714285715,256.5924166666667
3891,2.149607142857143,4.683535714285716,256.58325
3901,2.142107142857143,4.676035714285716,256.57408333333336
3911,2.134607142857143,4.668535714285715,256.5649166666667
3921,2.127107142857143,4.661035714285715,256.55575000000005
3931,2.119607142857143,4.653535714285715,256.5465833333334
3941,2.112107142857143,4.646035714285715,256.5374166666667
3951,2.104607142857143,4.638535714285716,256.52825
3961,2.097107142857143,4.631035714285716,256.51908333333336
3971,2.089607142857143,4.623535714285715,256.5099166666667
3981,2.082107142857143,4.616035714285715,256.50075000000004
3991,2.074607142857143,4.608535714285715,256.4915833333334
4001,2.067107142857143,4.6010357142857154,256.4824166666667
4011,2.059607142857143,4.593535714285716,256.47325
4021,2.052107142857143,4.586035714285716,256.46408333333335
4031,2.044607142857143,4.5785357142857155,256.4549166666667
4041,2.037107142857143,4.571035714285715,256.44575000000003
4051,2.029607142857143,4.563535714285715,256.4365833333334
4061,2.022107142857143,4.5560357142857155,256.4274166666667
4071,2.014607142857143,4.548535714285715,256.41825000000006
4081,2.007107142857143,4.541035714285716,256.40908333333334
4091,1.9996071428571431,4.533535714285716,256.3999166666667
4101,1.9921071428571429,4.526035714285715,256.39075
4111,1.984607142857143,4.518535714285715,256.38158333333337
4121,1.9771071428571432,4.511035714285716,256.3724166666667
4131,1.969607142857143,4.503535714285715,256.36325000000005
4141,1.962107142857143,4.496035714285716,256.3540833333334
4151,1.9546071428571432,4.488535714285716,256.3449166666667
4161,1.947107142857143,4.481035714285715,256.33575
4171,1.939607142857143,4.473535714285715,256.32658333333336
4181,1.9321071428571428,4.466035714285715,256.3174166666667
4191,1.924607142857143,4.458535714285715,256.30825000000004
4201,1.9171071428571431,4.451035714285716,256.2990833333334
4211,1.9096071428571428,4.443535714285716,256.2899166666667
4221,1.902107142857143,4.436035714285715,256.28075
4231,1.8946071428571432,4.428535714285715,256.27158333333335
4241,1.8871071428571429,4.421035714285715,256.2624166666667
4251,1.879607142857143,4.4135357142857154,256.25325000000004
4261,1.8721071428571432,4.406035714285716,256.2440833333334
4271,1.864607142857143,4.398535714285716,256.2349166666667
4281,1.857107142857143,4.3910357142857155,256.22575000000006
4291,1.8496071428571428,4.383535714285715,256.21658333333335
4301,1.842107142857143,4.376035714285715,256.2074166666667
4311,1.834607142857143,4.3685357142857155,256.19825000000003
4321,1.8271071428571428,4.361035714285715,256.1890833333334
4331,1.819607142857143,4.353535714285716,256.1799166666667
4341,1.8121071428571431,4.346035714285716,256.17075000000006
4351,1.8046071428571429,4.338535714285715,256.16158333333334
4361,1.797107142857143,4.331035714285715,256.1524166666667
4371,1.7896071428571432,4.323535714285716,256.14325
4381,1.782107142857143,4.316035714285715,256.13408333333336
4391,1.774607142857143,4.308535714285716,256.1249166666667
4401,1.7671071428571432,4.301035714285716,256.11575000000005
4411,1.759607142857143,4.293535714285715,256.1065833333334
4421,1.752107142857143,4.286035714285715,256.0974166666667
4431,1.7446071428571428,4.278535714285715,256.08825
4441,1.737107142857143,4.271035714285715,256.07908333333336
4451,1.7296071428571431,4.263535714285716,256.0699166666667
4461,1.7221071428571428,4.256035714285716,256.06075000000004
4471,1.714607142857143,4.248535714285715,256.0515833333334
4481,1.7071071428571432,4.241035714285715,256.0424166666667
4491,1.6996071428571429,4.233535714285715,256.03325
4501,1.692107142857143,4.2260357142857154,256.02408333333335
4511,1.6846071428571432,4.218535714285716,256.0149166666667
4521,1.677107142857143,4.211035714285716,256.00575000000003
4531,1.669607142857143,4.2035357142857155,255.99658333333338
4541,1.6621071428571428,4.196035714285715,255.9874166666667
4551,1.654607142857143,4.188535714285715,255.97825000000003
4561,1.647107142857143,4.1810357142857155,255.96908333333337
4571,1.6396071428571428,4.173535714285715,255.9599166666667
4581,1.632107142857143,4.166035714285716,255.95075000000003
4591,1.6246071428571431,4.158535714285716,255.94158333333337
4601,1.6171071428571429,4.151035714285715,255.9324166666667
4611,1.609607142857143,4.143535714285715,255.92325000000002
4621,1.6021071428571432,4.136035714285716,255.91408333333337
4631,1.594607142857143,4.128535714285715,255.9049166666667
4641,1.587107142857143,4.121035714285716,255.89575000000002
4651,1.5796071428571432,4.113535714285716,255.88658333333336
4661,1.572107142857143,4.106035714285715,255.8774166666667
4671,1.564607142857143,4.098535714285715,255.86825000000005
4681,1.5571071428571428,4.091035714285715,255.85908333333336
4691,1.549607142857143,4.083535714285715,255.8499166666667
4701,1.5421071428571431,4.076035714285716,255.84075000000004
4711,1.5346071428571428,4.068535714285716,255.83158333333336
4721,1.527107142857143,4.061035714285715,255.8224166666667
4731,1.5196071428571432,4.053535714285715,255.81325000000004
4741,1.5121071428571429,4.046035714285715,255.80408333333338
4751,1.504607142857143,4.0385357142857154,255.7949166666667
4761,1.4971071428571432,4.031035714285716,255.78575000000004
4771,1.489607142857143,4.023535714285716,255.77658333333338
4781,1.482107142857143,4.0160357142857155,255.7674166666667
4791,1.4746071428571428,4.008535714285715,255.75825000000003
4801,1.467107142857143,4.001035714285715,255.74908333333337
4811,1.459607142857143,3.9935357142857155,255.7399166666667
4821,1.4521071428571428,3.9860357142857152,255.73075000000003
4831,1.444607142857143,3.9785357142857154,255.72158333333337
4841,1.4371071428571431,3.9710357142857156,255.7124166666667
4851,1.4296071428571429,3.9635357142857153,255.70325000000003
4861,1.422107142857143,3.9560357142857154,255.69408333333337
4871,1.4146071428571432,3.9485357142857156,255.6849166666667
4881,1.407107142857143,3.9410357142857153,255.67575000000002
4891,1.399607142857143,3.9335357142857155,255.66658333333336
4901,1.3921071428571428,3.926035714285715,255.6574166666667
4911,1.384607142857143,3.9185357142857153,255.64825000000005
4921,1.377107142857143,3.9110357142857155,255.63908333333336
4931,1.3696071428571428,3.903535714285715,255.6299166666667
4941,1.362107142857143,3.8960357142857154,255.62075000000004
4951,1.3546071428571431,3.8885357142857155,255.61158333333336
4961,1.3471071428571428,3.8810357142857153,255.6024166666667
4971,1.339607142857143,3.8735357142857154,255.59325000000004
4981,1.3321071428571432,3.8660357142857156,255.58408333333335
4991,1.3246071428571429,3.8585357142857153,255.5749166666667
5001,1.317107142857143,3.8510357142857154,255.56575000000004
5011,1.3096071428571432,3.8435357142857156,255.55658333333338
5021,1.302107142857143,3.8360357142857153,255.5474166666667
5031,1.294607142857143,3.8285357142857155,255.53825000000003
5041,1.2871071428571428,3.821035714285715,255.52908333333338
5051,1.279607142857143,3.8135357142857154,255.5199166666667
5061,1.272107142857143,3.8060357142857155,255.51075000000003
5071,1.2646071428571428,3.7985357142857152,255.50158333333337
5081,1.257107142857143,3.7910357142857154,255.4924166666667
5091,1.2496071428571431,3.7835357142857156,255.48325000000003
5101,1.2421071428571429,3.7760357142857153,255.47408333333337
5111,1.234607142857143,3.7685357142857154,255.4649166666667
5121,1.2271071428571432,3.7610357142857156,255.45575000000002
5131,1.219607142857143,3.7535357142857153,255.44658333333336
5141,1.212107142857143,3.7460357142857155,255.4374166666667
5151,1.2046071428571428,3.738535714285715,255.42825000000005
5161,1.197107142857143,3.7310357142857153,255.41908333333336
5171,1.189607142857143,3.7235357142857155,255.4099166666667
